date,home_team,away_team,home_ml,away_ml,odds_line_type
2025-05-01,Texas Rangers,Athletics,-130,110,currentLine_median
2025-05-01,Toronto Blue Jays,Boston Red Sox,-106,-113,currentLine_median
2025-05-02,Atlanta Braves,Los Angeles Dodgers,150,-182,currentLine_median
2025-05-02,Baltimore Orioles,Kansas City Royals,-141,120,currentLine_median
2025-05-02,Boston Red Sox,Minnesota Twins,-120,100,currentLine_median
2025-05-02,Chicago White Sox,Houston Astros,177,-228,currentLine_median
2025-05-02,Cincinnati Reds,Washington Nationals,-212,170,currentLine_median
2025-05-02,Los Angeles Angels,Detroit Tigers,160,-190,currentLine_median
2025-05-02,Miami Marlins,Athletics,114,-135,currentLine_median
2025-05-02,Milwaukee Brewers,Chicago Cubs,100,-125,currentLine_median
2025-05-02,New York Yankees,Tampa Bay Rays,-245,199,currentLine_median
2025-05-02,Philadelphia Phillies,Arizona Diamondbacks,-155,122,currentLine_median
2025-05-02,Pittsburgh Pirates,San Diego Padres,114,-135,currentLine_median
2025-05-02,San Francisco Giants,Colorado Rockies,-300,230,currentLine_median
2025-05-02,St. Louis Cardinals,New York Mets,100,-120,currentLine_median
2025-05-02,Texas Rangers,Seattle Mariners,110,-130,currentLine_median
2025-05-02,Toronto Blue Jays,Cleveland Guardians,-169,142,currentLine_median
2025-05-03,Atlanta Braves,Los Angeles Dodgers,-132,112,currentLine_median
2025-05-03,Baltimore Orioles,Kansas City Royals,-115,-107,currentLine_median
2025-05-03,Chicago White Sox,Houston Astros,192,-232,currentLine_median
2025-05-03,Cincinnati Reds,Washington Nationals,-192,161,currentLine_median
2025-05-03,Los Angeles Angels,Detroit Tigers,170,-205,currentLine_median
2025-05-03,Miami Marlins,Athletics,-127,107,currentLine_median
2025-05-03,Milwaukee Brewers,Chicago Cubs,-111,-113,currentLine_median
2025-05-03,New York Yankees,Tampa Bay Rays,-215,172,currentLine_median
2025-05-03,Philadelphia Phillies,Arizona Diamondbacks,-125,104,currentLine_median
2025-05-03,Pittsburgh Pirates,San Diego Padres,-120,100,currentLine_median
2025-05-03,San Francisco Giants,Colorado Rockies,-317,240,currentLine_median
2025-05-03,Texas Rangers,Seattle Mariners,110,-130,currentLine_median
2025-05-03,Toronto Blue Jays,Cleveland Guardians,-161,135,currentLine_median
2025-05-04,Atlanta Braves,Los Angeles Dodgers,119,-140,currentLine_median
2025-05-04,Baltimore Orioles,Kansas City Royals,-147,120,currentLine_median
2025-05-04,Boston Red Sox,Minnesota Twins,-170,137,currentLine_median
2025-05-04,Chicago White Sox,Houston Astros,136,-173,currentLine_median
2025-05-04,Cincinnati Reds,Washington Nationals,-109,-111,currentLine_median
2025-05-04,Los Angeles Angels,Detroit Tigers,146,-175,currentLine_median
2025-05-04,Miami Marlins,Athletics,-116,-110,currentLine_median
2025-05-04,Milwaukee Brewers,Chicago Cubs,-106,-120,currentLine_median
2025-05-04,New York Yankees,Tampa Bay Rays,-169,144,currentLine_median
2025-05-04,Philadelphia Phillies,Arizona Diamondbacks,-155,131,currentLine_median
2025-05-04,Pittsburgh Pirates,San Diego Padres,-112,-110,currentLine_median
2025-05-04,San Francisco Giants,Colorado Rockies,-405,320,currentLine_median
2025-05-04,St. Louis Cardinals,New York Mets,130,-154,currentLine_median
2025-05-04,Texas Rangers,Seattle Mariners,-179,150,currentLine_median
2025-05-04,Toronto Blue Jays,Cleveland Guardians,-105,-115,currentLine_median
2025-05-05,Arizona Diamondbacks,New York Mets,-119,100,currentLine_median
2025-05-05,Athletics,Seattle Mariners,-105,-117,currentLine_median
2025-05-05,Atlanta Braves,Cincinnati Reds,-135,114,currentLine_median
2025-05-05,Chicago Cubs,San Francisco Giants,-179,142,currentLine_median
2025-05-05,Kansas City Royals,Chicago White Sox,-225,186,currentLine_median
2025-05-05,Miami Marlins,Los Angeles Dodgers,187,-239,currentLine_median
2025-05-05,Milwaukee Brewers,Houston Astros,-115,-110,currentLine_median
2025-05-05,New York Yankees,San Diego Padres,-160,135,currentLine_median
2025-05-05,St. Louis Cardinals,Pittsburgh Pirates,-130,108,currentLine_median
2025-05-06,Athletics,Seattle Mariners,-120,101,currentLine_median
2025-05-06,Atlanta Braves,Cincinnati Reds,-226,185,currentLine_median
2025-05-06,Boston Red Sox,Texas Rangers,100,-119,currentLine_median
2025-05-06,Chicago Cubs,San Francisco Giants,-149,125,currentLine_median
2025-05-06,Kansas City Royals,Chicago White Sox,-284,217,currentLine_median
2025-05-06,Los Angeles Angels,Toronto Blue Jays,-104,-115,currentLine_median
2025-05-06,Miami Marlins,Los Angeles Dodgers,222,-290,currentLine_median
2025-05-06,Milwaukee Brewers,Houston Astros,-127,101,currentLine_median
2025-05-06,Minnesota Twins,Baltimore Orioles,-171,142,currentLine_median
2025-05-06,New York Yankees,San Diego Padres,-127,104,currentLine_median
2025-05-06,St. Louis Cardinals,Pittsburgh Pirates,-111,-116,currentLine_median
2025-05-06,Tampa Bay Rays,Philadelphia Phillies,113,-133,currentLine_median
2025-05-06,Washington Nationals,Cleveland Guardians,-108,-110,currentLine_median
2025-05-07,Arizona Diamondbacks,New York Mets,-103,-115,currentLine_median
2025-05-07,Athletics,Seattle Mariners,118,-140,currentLine_median
2025-05-07,Atlanta Braves,Cincinnati Reds,-120,101,currentLine_median
2025-05-07,Boston Red Sox,Texas Rangers,-140,120,currentLine_median
2025-05-07,Chicago Cubs,San Francisco Giants,-164,139,currentLine_median
2025-05-07,Colorado Rockies,Detroit Tigers,142,-171,currentLine_median
2025-05-07,Kansas City Royals,Chicago White Sox,-247,195,currentLine_median
2025-05-07,Los Angeles Angels,Toronto Blue Jays,100,-119,currentLine_median
2025-05-07,Miami Marlins,Los Angeles Dodgers,187,-227,currentLine_median
2025-05-07,Milwaukee Brewers,Houston Astros,115,-135,currentLine_median
2025-05-07,Minnesota Twins,Baltimore Orioles,-140,119,currentLine_median
2025-05-07,New York Yankees,San Diego Padres,-179,150,currentLine_median
2025-05-07,St. Louis Cardinals,Pittsburgh Pirates,-184,149,currentLine_median
2025-05-07,Tampa Bay Rays,Philadelphia Phillies,132,-165,currentLine_median
2025-05-07,Washington Nationals,Cleveland Guardians,-109,-110,currentLine_median
2025-05-08,Arizona Diamondbacks,Los Angeles Dodgers,139,-163,currentLine_median
2025-05-08,Atlanta Braves,Cincinnati Reds,-210,167,currentLine_median
2025-05-08,Boston Red Sox,Texas Rangers,-174,140,currentLine_median
2025-05-08,Colorado Rockies,Detroit Tigers,167,-209,currentLine_median
2025-05-08,Kansas City Royals,Chicago White Sox,-254,207,currentLine_median
2025-05-08,Los Angeles Angels,Toronto Blue Jays,115,-135,currentLine_median
2025-05-08,Minnesota Twins,Baltimore Orioles,-166,140,currentLine_median
2025-05-08,Tampa Bay Rays,Philadelphia Phillies,138,-163,currentLine_median
2025-05-09,Athletics,New York Yankees,129,-160,currentLine_median
2025-05-09,Chicago White Sox,Miami Marlins,162,-207,currentLine_median
2025-05-09,Cleveland Guardians,Philadelphia Phillies,-105,-115,currentLine_median
2025-05-09,Colorado Rockies,San Diego Padres,154,-185,currentLine_median
2025-05-09,Detroit Tigers,Texas Rangers,-317,240,currentLine_median
2025-05-09,Houston Astros,Cincinnati Reds,-207,164,currentLine_median
2025-05-09,Kansas City Royals,Boston Red Sox,-110,-110,currentLine_median
2025-05-09,Los Angeles Angels,Baltimore Orioles,119,-140,currentLine_median
2025-05-09,Minnesota Twins,San Francisco Giants,-108,-116,currentLine_median
2025-05-09,New York Mets,Chicago Cubs,-142,120,currentLine_median
2025-05-09,Pittsburgh Pirates,Atlanta Braves,128,-154,currentLine_median
2025-05-09,Seattle Mariners,Toronto Blue Jays,-147,122,currentLine_median
2025-05-09,Tampa Bay Rays,Milwaukee Brewers,100,-120,currentLine_median
2025-05-09,Washington Nationals,St. Louis Cardinals,-107,-115,currentLine_median
2025-05-10,Arizona Diamondbacks,Los Angeles Dodgers,-115,-103,currentLine_median
2025-05-10,Athletics,New York Yankees,139,-163,currentLine_median
2025-05-10,Cleveland Guardians,Philadelphia Phillies,110,-130,currentLine_median
2025-05-10,Colorado Rockies,San Diego Padres,210,-276,currentLine_median
2025-05-10,Detroit Tigers,Texas Rangers,103,-127,currentLine_median
2025-05-10,Houston Astros,Cincinnati Reds,-125,105,currentLine_median
2025-05-10,Kansas City Royals,Boston Red Sox,-115,-105,currentLine_median
2025-05-10,Los Angeles Angels,Baltimore Orioles,120,-140,currentLine_median
2025-05-10,New York Mets,Chicago Cubs,-168,136,currentLine_median
2025-05-10,Pittsburgh Pirates,Atlanta Braves,130,-154,currentLine_median
2025-05-10,Seattle Mariners,Toronto Blue Jays,-140,114,currentLine_median
2025-05-10,Tampa Bay Rays,Milwaukee Brewers,-120,100,currentLine_median
2025-05-10,Washington Nationals,St. Louis Cardinals,-105,-115,currentLine_median
2025-05-11,Arizona Diamondbacks,Los Angeles Dodgers,104,-134,currentLine_median
2025-05-11,Athletics,New York Yankees,114,-146,currentLine_median
2025-05-11,Chicago White Sox,Miami Marlins,115,-141,currentLine_median
2025-05-11,Cleveland Guardians,Philadelphia Phillies,143,-177,currentLine_median
2025-05-11,Colorado Rockies,San Diego Padres,262,-327,currentLine_median
2025-05-11,Detroit Tigers,Texas Rangers,-117,-102,currentLine_median
2025-05-11,Houston Astros,Cincinnati Reds,-150,120,currentLine_median
2025-05-11,Kansas City Royals,Boston Red Sox,-135,111,currentLine_median
2025-05-11,Los Angeles Angels,Baltimore Orioles,122,-145,currentLine_median
2025-05-11,Minnesota Twins,San Francisco Giants,-162,136,currentLine_median
2025-05-11,New York Mets,Chicago Cubs,-130,109,currentLine_median
2025-05-11,Pittsburgh Pirates,Atlanta Braves,192,-234,currentLine_median
2025-05-11,Seattle Mariners,Toronto Blue Jays,-188,152,currentLine_median
2025-05-11,Tampa Bay Rays,Milwaukee Brewers,-142,120,currentLine_median
2025-05-11,Washington Nationals,St. Louis Cardinals,-142,120,currentLine_median
2025-05-12,Atlanta Braves,Washington Nationals,-190,160,currentLine_median
2025-05-12,Chicago Cubs,Miami Marlins,-262,212,currentLine_median
2025-05-12,Cleveland Guardians,Milwaukee Brewers,100,-120,currentLine_median
2025-05-12,Houston Astros,Kansas City Royals,-125,105,currentLine_median
2025-05-12,New York Mets,Pittsburgh Pirates,-168,140,currentLine_median
2025-05-12,Philadelphia Phillies,St. Louis Cardinals,-177,145,currentLine_median
2025-05-12,San Diego Padres,Los Angeles Angels,-231,185,currentLine_median
2025-05-12,San Francisco Giants,Arizona Diamondbacks,104,-123,currentLine_median
2025-05-12,Seattle Mariners,New York Yankees,124,-152,currentLine_median
2025-05-12,Texas Rangers,Colorado Rockies,-269,215,currentLine_median
2025-05-13,Atlanta Braves,Washington Nationals,-187,150,currentLine_median
2025-05-13,Chicago Cubs,Miami Marlins,-260,212,currentLine_median
2025-05-13,Cincinnati Reds,Chicago White Sox,-218,175,currentLine_median
2025-05-13,Cleveland Guardians,Milwaukee Brewers,-135,114,currentLine_median
2025-05-13,Houston Astros,Kansas City Royals,-135,115,currentLine_median
2025-05-13,Los Angeles Dodgers,Athletics,-204,170,currentLine_median
2025-05-13,New York Mets,Pittsburgh Pirates,-255,202,currentLine_median
2025-05-13,San Diego Padres,Los Angeles Angels,-186,146,currentLine_median
2025-05-13,San Francisco Giants,Arizona Diamondbacks,-104,-115,currentLine_median
2025-05-13,Seattle Mariners,New York Yankees,123,-158,currentLine_median
2025-05-13,Texas Rangers,Colorado Rockies,-236,194,currentLine_median
2025-05-13,Toronto Blue Jays,Tampa Bay Rays,-136,116,currentLine_median
2025-05-14,Atlanta Braves,Washington Nationals,-188,158,currentLine_median
2025-05-14,Baltimore Orioles,Minnesota Twins,-147,121,currentLine_median
2025-05-14,Chicago Cubs,Miami Marlins,-219,180,currentLine_median
2025-05-14,Cincinnati Reds,Chicago White Sox,-200,165,currentLine_median
2025-05-14,Cleveland Guardians,Milwaukee Brewers,-127,103,currentLine_median
2025-05-14,Detroit Tigers,Boston Red Sox,-247,205,currentLine_median
2025-05-14,Houston Astros,Kansas City Royals,-125,105,currentLine_median
2025-05-14,Los Angeles Dodgers,Athletics,-299,240,currentLine_median
2025-05-14,New York Mets,Pittsburgh Pirates,-272,221,currentLine_median
2025-05-14,Philadelphia Phillies,St. Louis Cardinals,-125,103,currentLine_median
2025-05-14,San Diego Padres,Los Angeles Angels,-189,156,currentLine_median
2025-05-14,San Francisco Giants,Arizona Diamondbacks,-105,-115,currentLine_median
2025-05-14,Seattle Mariners,New York Yankees,-106,-116,currentLine_median
2025-05-14,Texas Rangers,Colorado Rockies,-239,195,currentLine_median
2025-05-14,Toronto Blue Jays,Tampa Bay Rays,-160,135,currentLine_median
2025-05-15,Atlanta Braves,Washington Nationals,-202,170,currentLine_median
2025-05-15,Baltimore Orioles,Minnesota Twins,-135,114,currentLine_median
2025-05-15,Cincinnati Reds,Chicago White Sox,-256,200,currentLine_median
2025-05-15,Los Angeles Dodgers,Athletics,-270,205,currentLine_median
2025-05-15,Texas Rangers,Houston Astros,-135,115,currentLine_median
2025-05-15,Toronto Blue Jays,Tampa Bay Rays,-171,144,currentLine_median
2025-05-16,Arizona Diamondbacks,Colorado Rockies,-412,300,currentLine_median
2025-05-16,Baltimore Orioles,Washington Nationals,-125,105,currentLine_median
2025-05-16,Boston Red Sox,Atlanta Braves,-115,-105,currentLine_median
2025-05-16,Chicago Cubs,Chicago White Sox,-234,192,currentLine_median
2025-05-16,Kansas City Royals,St. Louis Cardinals,-155,130,currentLine_median
2025-05-16,Los Angeles Dodgers,Los Angeles Angels,-330,260,currentLine_median
2025-05-16,Milwaukee Brewers,Minnesota Twins,-105,-120,currentLine_median
2025-05-16,New York Yankees,New York Mets,-148,124,currentLine_median
2025-05-16,Philadelphia Phillies,Pittsburgh Pirates,-247,200,currentLine_median
2025-05-16,San Diego Padres,Seattle Mariners,-177,143,currentLine_median
2025-05-16,San Francisco Giants,Athletics,-198,164,currentLine_median
2025-05-16,Texas Rangers,Houston Astros,-197,165,currentLine_median
2025-05-16,Toronto Blue Jays,Detroit Tigers,100,-120,currentLine_median
2025-05-17,Arizona Diamondbacks,Colorado Rockies,-330,245,currentLine_median
2025-05-17,Baltimore Orioles,Washington Nationals,-153,129,currentLine_median
2025-05-17,Boston Red Sox,Atlanta Braves,-120,100,currentLine_median
2025-05-17,Chicago Cubs,Chicago White Sox,-265,208,currentLine_median
2025-05-17,Kansas City Royals,St. Louis Cardinals,-115,-105,currentLine_median
2025-05-17,Los Angeles Dodgers,Los Angeles Angels,-239,195,currentLine_median
2025-05-17,Miami Marlins,Tampa Bay Rays,121,-142,currentLine_median
2025-05-17,Milwaukee Brewers,Minnesota Twins,102,-126,currentLine_median
2025-05-17,New York Yankees,New York Mets,-135,114,currentLine_median
2025-05-17,Philadelphia Phillies,Pittsburgh Pirates,-332,267,currentLine_median
2025-05-17,San Diego Padres,Seattle Mariners,-193,157,currentLine_median
2025-05-17,San Francisco Giants,Athletics,-164,140,currentLine_median
2025-05-17,Toronto Blue Jays,Detroit Tigers,114,-135,currentLine_median
2025-05-18,Arizona Diamondbacks,Colorado Rockies,-304,245,currentLine_median
2025-05-18,Baltimore Orioles,Washington Nationals,-186,154,currentLine_median
2025-05-18,Boston Red Sox,Atlanta Braves,105,-125,currentLine_median
2025-05-18,Chicago Cubs,Chicago White Sox,-270,217,currentLine_median
2025-05-18,Cincinnati Reds,Cleveland Guardians,-132,112,currentLine_median
2025-05-18,Kansas City Royals,St. Louis Cardinals,-105,-115,currentLine_median
2025-05-18,Los Angeles Dodgers,Los Angeles Angels,-240,196,currentLine_median
2025-05-18,Miami Marlins,Tampa Bay Rays,138,-169,currentLine_median
2025-05-18,Milwaukee Brewers,Minnesota Twins,-150,121,currentLine_median
2025-05-18,New York Yankees,New York Mets,-174,138,currentLine_median
2025-05-18,Philadelphia Phillies,Pittsburgh Pirates,-105,-114,currentLine_median
2025-05-18,San Diego Padres,Seattle Mariners,-147,119,currentLine_median
2025-05-18,San Francisco Giants,Athletics,-153,129,currentLine_median
2025-05-18,Texas Rangers,Houston Astros,-105,-115,currentLine_median
2025-05-18,Toronto Blue Jays,Detroit Tigers,-125,105,currentLine_median
2025-05-19,Athletics,Los Angeles Angels,-135,115,currentLine_median
2025-05-19,Boston Red Sox,New York Mets,105,-127,currentLine_median
2025-05-19,Chicago White Sox,Seattle Mariners,153,-189,currentLine_median
2025-05-19,Colorado Rockies,Philadelphia Phillies,202,-247,currentLine_median
2025-05-19,Los Angeles Dodgers,Arizona Diamondbacks,-155,130,currentLine_median
2025-05-19,Miami Marlins,Chicago Cubs,140,-168,currentLine_median
2025-05-19,Pittsburgh Pirates,Cincinnati Reds,-102,-119,currentLine_median
2025-05-19,San Francisco Giants,Kansas City Royals,-137,116,currentLine_median
2025-05-19,St. Louis Cardinals,Detroit Tigers,-165,140,currentLine_median
2025-05-19,Tampa Bay Rays,Houston Astros,-140,119,currentLine_median
2025-05-20,Athletics,Los Angeles Angels,-170,144,currentLine_median
2025-05-20,Boston Red Sox,New York Mets,115,-143,currentLine_median
2025-05-20,Chicago White Sox,Seattle Mariners,150,-182,currentLine_median
2025-05-20,Los Angeles Dodgers,Arizona Diamondbacks,-234,191,currentLine_median
2025-05-20,Miami Marlins,Chicago Cubs,117,-146,currentLine_median
2025-05-20,Milwaukee Brewers,Baltimore Orioles,-124,105,currentLine_median
2025-05-20,New York Yankees,Texas Rangers,-217,180,currentLine_median
2025-05-20,Pittsburgh Pirates,Cincinnati Reds,125,-149,currentLine_median
2025-05-20,San Francisco Giants,Kansas City Royals,-135,115,currentLine_median
2025-05-20,St. Louis Cardinals,Detroit Tigers,150,-179,currentLine_median
2025-05-20,Tampa Bay Rays,Houston Astros,-137,112,currentLine_median
2025-05-20,Toronto Blue Jays,San Diego Padres,-106,-115,currentLine_median
2025-05-20,Washington Nationals,Atlanta Braves,141,-166,currentLine_median
2025-05-21,Athletics,Los Angeles Angels,-155,130,currentLine_median
2025-05-21,Boston Red Sox,New York Mets,-153,126,currentLine_median
2025-05-21,Chicago White Sox,Seattle Mariners,125,-150,currentLine_median
2025-05-21,Colorado Rockies,Philadelphia Phillies,170,-204,currentLine_median
2025-05-21,Los Angeles Dodgers,Arizona Diamondbacks,-154,126,currentLine_median
2025-05-21,Miami Marlins,Chicago Cubs,125,-152,currentLine_median
2025-05-21,Milwaukee Brewers,Baltimore Orioles,-112,-107,currentLine_median
2025-05-21,Minnesota Twins,Cleveland Guardians,-122,102,currentLine_median
2025-05-21,New York Yankees,Texas Rangers,-115,-105,currentLine_median
2025-05-21,Pittsburgh Pirates,Cincinnati Reds,109,-130,currentLine_median
2025-05-21,San Francisco Giants,Kansas City Royals,-222,184,currentLine_median
2025-05-21,St. Louis Cardinals,Detroit Tigers,-120,-105,currentLine_median
2025-05-21,Tampa Bay Rays,Houston Astros,141,-168,currentLine_median
2025-05-21,Toronto Blue Jays,San Diego Padres,-165,140,currentLine_median
2025-05-22,Athletics,Los Angeles Angels,-141,113,currentLine_median
2025-05-22,Colorado Rockies,Philadelphia Phillies,232,-287,currentLine_median
2025-05-22,Detroit Tigers,Cleveland Guardians,-127,108,currentLine_median
2025-05-22,Houston Astros,Seattle Mariners,110,-130,currentLine_median
2025-05-22,New York Yankees,Texas Rangers,-160,133,currentLine_median
2025-05-22,Pittsburgh Pirates,Milwaukee Brewers,-105,-117,currentLine_median
2025-05-22,Toronto Blue Jays,San Diego Padres,100,-120,currentLine_median
2025-05-22,Washington Nationals,Atlanta Braves,130,-155,currentLine_median
2025-05-23,Athletics,Philadelphia Phillies,187,-231,currentLine_median
2025-05-23,Atlanta Braves,San Diego Padres,-182,150,currentLine_median
2025-05-23,Boston Red Sox,Baltimore Orioles,-122,100,currentLine_median
2025-05-23,Chicago White Sox,Texas Rangers,157,-189,currentLine_median
2025-05-23,Cincinnati Reds,Chicago Cubs,-106,-116,currentLine_median
2025-05-23,Colorado Rockies,New York Yankees,245,-304,currentLine_median
2025-05-23,Detroit Tigers,Cleveland Guardians,-117,-102,currentLine_median
2025-05-23,Houston Astros,Seattle Mariners,-119,100,currentLine_median
2025-05-23,Los Angeles Angels,Miami Marlins,-158,134,currentLine_median
2025-05-23,Minnesota Twins,Kansas City Royals,-174,134,currentLine_median
2025-05-23,Pittsburgh Pirates,Milwaukee Brewers,-126,105,currentLine_median
2025-05-23,St. Louis Cardinals,Arizona Diamondbacks,-104,-115,currentLine_median
2025-05-23,Tampa Bay Rays,Toronto Blue Jays,-140,119,currentLine_median
2025-05-23,Washington Nationals,San Francisco Giants,-115,-103,currentLine_median
2025-05-24,Athletics,Philadelphia Phillies,142,-168,currentLine_median
2025-05-24,Atlanta Braves,San Diego Padres,-155,130,currentLine_median
2025-05-24,Boston Red Sox,Baltimore Orioles,-132,108,currentLine_median
2025-05-24,Chicago White Sox,Texas Rangers,138,-163,currentLine_median
2025-05-24,Cincinnati Reds,Chicago Cubs,-105,-115,currentLine_median
2025-05-24,Colorado Rockies,New York Yankees,282,-385,currentLine_median
2025-05-24,Detroit Tigers,Cleveland Guardians,-156,125,currentLine_median
2025-05-24,Houston Astros,Seattle Mariners,-105,-111,currentLine_median
2025-05-24,Los Angeles Angels,Miami Marlins,-212,170,currentLine_median
2025-05-24,Minnesota Twins,Kansas City Royals,-125,105,currentLine_median
2025-05-24,New York Mets,Los Angeles Dodgers,-117,-104,currentLine_median
2025-05-24,Pittsburgh Pirates,Milwaukee Brewers,-110,-112,currentLine_median
2025-05-24,St. Louis Cardinals,Arizona Diamondbacks,-120,100,currentLine_median
2025-05-24,Tampa Bay Rays,Toronto Blue Jays,-116,-107,currentLine_median
2025-05-24,Washington Nationals,San Francisco Giants,135,-159,currentLine_median
2025-05-25,Athletics,Philadelphia Phillies,171,-202,currentLine_median
2025-05-25,Atlanta Braves,San Diego Padres,-151,126,currentLine_median
2025-05-25,Boston Red Sox,Baltimore Orioles,-130,110,currentLine_median
2025-05-25,Chicago White Sox,Texas Rangers,100,-119,currentLine_median
2025-05-25,Cincinnati Reds,Chicago Cubs,108,-133,currentLine_median
2025-05-25,Colorado Rockies,New York Yankees,235,-299,currentLine_median
2025-05-25,Detroit Tigers,Cleveland Guardians,-322,260,currentLine_median
2025-05-25,Houston Astros,Seattle Mariners,121,-146,currentLine_median
2025-05-25,Los Angeles Angels,Miami Marlins,-113,-107,currentLine_median
2025-05-25,Minnesota Twins,Kansas City Royals,-129,101,currentLine_median
2025-05-25,New York Mets,Los Angeles Dodgers,-118,-105,currentLine_median
2025-05-25,Pittsburgh Pirates,Milwaukee Brewers,130,-157,currentLine_median
2025-05-25,St. Louis Cardinals,Arizona Diamondbacks,-133,109,currentLine_median
2025-05-25,Tampa Bay Rays,Toronto Blue Jays,-115,-110,currentLine_median
2025-05-25,Washington Nationals,San Francisco Giants,124,-148,currentLine_median
2025-05-26,Arizona Diamondbacks,Pittsburgh Pirates,-197,163,currentLine_median
2025-05-26,Baltimore Orioles,St. Louis Cardinals,-102,-117,currentLine_median
2025-05-26,Chicago Cubs,Colorado Rockies,-347,272,currentLine_median
2025-05-26,Cleveland Guardians,Los Angeles Dodgers,177,-227,currentLine_median
2025-05-26,Detroit Tigers,San Francisco Giants,-119,-107,currentLine_median
2025-05-26,Kansas City Royals,Cincinnati Reds,-116,-105,currentLine_median
2025-05-26,Los Angeles Angels,New York Yankees,162,-195,currentLine_median
2025-05-26,Milwaukee Brewers,Boston Red Sox,141,-166,currentLine_median
2025-05-26,New York Mets,Chicago White Sox,-282,230,currentLine_median
2025-05-26,San Diego Padres,Miami Marlins,-154,128,currentLine_median
2025-05-26,Tampa Bay Rays,Minnesota Twins,-120,-104,currentLine_median
2025-05-26,Texas Rangers,Toronto Blue Jays,-136,115,currentLine_median
2025-05-27,Arizona Diamondbacks,Pittsburgh Pirates,-304,231,currentLine_median
2025-05-27,Baltimore Orioles,St. Louis Cardinals,105,-125,currentLine_median
2025-05-27,Chicago Cubs,Colorado Rockies,-335,267,currentLine_median
2025-05-27,Cleveland Guardians,Los Angeles Dodgers,104,-132,currentLine_median
2025-05-27,Houston Astros,Athletics,-242,199,currentLine_median
2025-05-27,Kansas City Royals,Cincinnati Reds,-123,104,currentLine_median
2025-05-27,Los Angeles Angels,New York Yankees,180,-216,currentLine_median
2025-05-27,Milwaukee Brewers,Boston Red Sox,-110,-108,currentLine_median
2025-05-27,New York Mets,Chicago White Sox,-288,235,currentLine_median
2025-05-27,Philadelphia Phillies,Atlanta Braves,-110,-111,currentLine_median
2025-05-27,San Diego Padres,Miami Marlins,-162,127,currentLine_median
2025-05-27,Seattle Mariners,Washington Nationals,-171,137,currentLine_median
2025-05-27,Tampa Bay Rays,Minnesota Twins,103,-123,currentLine_median
2025-05-27,Texas Rangers,Toronto Blue Jays,-148,123,currentLine_median
2025-05-28,Arizona Diamondbacks,Pittsburgh Pirates,-135,114,currentLine_median
2025-05-28,Baltimore Orioles,St. Louis Cardinals,-115,-110,currentLine_median
2025-05-28,Chicago Cubs,Colorado Rockies,-387,285,currentLine_median
2025-05-28,Cleveland Guardians,Los Angeles Dodgers,145,-174,currentLine_median
2025-05-28,Detroit Tigers,San Francisco Giants,-115,-105,currentLine_median
2025-05-28,Houston Astros,Athletics,-151,121,currentLine_median
2025-05-28,Kansas City Royals,Cincinnati Reds,100,-120,currentLine_median
2025-05-28,Los Angeles Angels,New York Yankees,140,-166,currentLine_median
2025-05-28,Milwaukee Brewers,Boston Red Sox,-152,125,currentLine_median
2025-05-28,New York Mets,Chicago White Sox,-250,202,currentLine_median
2025-05-28,San Diego Padres,Miami Marlins,-161,135,currentLine_median
2025-05-28,Seattle Mariners,Washington Nationals,-240,183,currentLine_median
2025-05-28,Tampa Bay Rays,Minnesota Twins,-130,107,currentLine_median
2025-05-28,Texas Rangers,Toronto Blue Jays,-138,115,currentLine_median
2025-05-29,Houston Astros,Tampa Bay Rays,-115,-105,currentLine_median
2025-05-29,Philadelphia Phillies,Atlanta Braves,101,-128,currentLine_median
2025-05-29,Seattle Mariners,Washington Nationals,-126,100,currentLine_median
2025-05-29,Toronto Blue Jays,Athletics,-164,138,currentLine_median
2025-05-30,Arizona Diamondbacks,Washington Nationals,-233,185,currentLine_median
2025-05-30,Atlanta Braves,Boston Red Sox,-174,140,currentLine_median
2025-05-30,Baltimore Orioles,Chicago White Sox,-221,178,currentLine_median
2025-05-30,Chicago Cubs,Cincinnati Reds,-163,138,currentLine_median
2025-05-30,Cleveland Guardians,Los Angeles Angels,-150,122,currentLine_median
2025-05-30,Houston Astros,Tampa Bay Rays,-154,130,currentLine_median
2025-05-30,Kansas City Royals,Detroit Tigers,100,-120,currentLine_median
2025-05-30,Los Angeles Dodgers,New York Yankees,117,-137,currentLine_median
2025-05-30,Miami Marlins,San Francisco Giants,134,-163,currentLine_median
2025-05-30,New York Mets,Colorado Rockies,-373,270,currentLine_median
2025-05-30,Philadelphia Phillies,Milwaukee Brewers,-120,100,currentLine_median
2025-05-30,San Diego Padres,Pittsburgh Pirates,-200,161,currentLine_median
2025-05-30,Seattle Mariners,Minnesota Twins,-163,128,currentLine_median
2025-05-30,Texas Rangers,St. Louis Cardinals,109,-130,currentLine_median
2025-05-30,Toronto Blue Jays,Athletics,-184,154,currentLine_median
2025-05-31,Arizona Diamondbacks,Washington Nationals,-188,150,currentLine_median
2025-05-31,Atlanta Braves,Boston Red Sox,-194,155,currentLine_median
2025-05-31,Baltimore Orioles,Chicago White Sox,-177,141,currentLine_median
2025-05-31,Chicago Cubs,Cincinnati Reds,-187,151,currentLine_median
2025-05-31,Cleveland Guardians,Los Angeles Angels,-180,144,currentLine_median
2025-05-31,Houston Astros,Tampa Bay Rays,-138,111,currentLine_median
