date,home_team,away_team,home_ml,away_ml,odds_line_type
2025-02-20,Los Angeles Dodgers,Chicago Cubs,-170,142,currentLine_median
2025-02-21,Arizona Diamondbacks,Colorado Rockies,-180,146,currentLine_median
2025-02-21,Kansas City Royals,Texas Rangers,-109,-111,currentLine_median
2025-02-21,New York Yankees,Tampa Bay Rays,-155,130,currentLine_median
2025-02-22,Baltimore Orioles,Pittsburgh Pirates,-165,139,currentLine_median
2025-02-22,Chicago Cubs,Chicago White Sox,-152,126,currentLine_median
2025-02-22,Colorado Rockies,Arizona Diamondbacks,120,-146,currentLine_median
2025-02-22,Detroit Tigers,Philadelphia Phillies,-130,110,currentLine_median
2025-02-22,Los Angeles Angels,Seattle Mariners,-110,-110,currentLine_median
2025-02-22,Los Angeles Dodgers,Kansas City Royals,-150,124,currentLine_median
2025-02-22,Miami Marlins,St. Louis Cardinals,130,-157,currentLine_median
2025-02-22,Minnesota Twins,Atlanta Braves,-150,125,currentLine_median
2025-02-22,San Diego Padres,Athletics,-130,110,currentLine_median
2025-02-22,Tampa Bay Rays,Boston Red Sox,-138,117,currentLine_median
2025-02-22,Texas Rangers,San Francisco Giants,-135,114,currentLine_median
2025-02-22,Toronto Blue Jays,New York Yankees,-179,150,currentLine_median
2025-02-23,Atlanta Braves,Tampa Bay Rays,-156,130,currentLine_median
2025-02-23,Boston Red Sox,Toronto Blue Jays,-197,163,currentLine_median
2025-02-23,Chicago Cubs,Texas Rangers,-135,115,currentLine_median
2025-02-23,Cleveland Guardians,Los Angeles Angels,-135,115,currentLine_median
2025-02-23,Kansas City Royals,Chicago White Sox,-191,159,currentLine_median
2025-02-23,Los Angeles Dodgers,San Diego Padres,-172,144,currentLine_median
2025-02-23,New York Yankees,Detroit Tigers,-163,135,currentLine_median
2025-02-23,Philadelphia Phillies,Baltimore Orioles,-130,110,currentLine_median
2025-02-23,Pittsburgh Pirates,Minnesota Twins,-138,116,currentLine_median
2025-02-23,San Francisco Giants,Cincinnati Reds,-160,135,currentLine_median
2025-02-23,Seattle Mariners,Arizona Diamondbacks,-150,125,currentLine_median
2025-02-23,St. Louis Cardinals,Houston Astros,-142,119,currentLine_median
2025-02-24,Arizona Diamondbacks,Cleveland Guardians,-153,128,currentLine_median
2025-02-24,Chicago White Sox,Texas Rangers,-141,119,currentLine_median
2025-02-24,Cincinnati Reds,Los Angeles Dodgers,-116,-104,currentLine_median
2025-02-24,Kansas City Royals,Athletics,-135,115,currentLine_median
2025-02-24,Milwaukee Brewers,Seattle Mariners,-130,110,currentLine_median
2025-02-24,San Diego Padres,Chicago Cubs,-168,140,currentLine_median
2025-02-24,St. Louis Cardinals,New York Mets,-127,106,currentLine_median
2025-02-25,Athletics,San Francisco Giants,-130,110,currentLine_median
2025-02-25,Baltimore Orioles,Detroit Tigers,-160,132,currentLine_median
2025-02-25,Chicago Cubs,Arizona Diamondbacks,-169,142,currentLine_median
2025-02-25,Cleveland Guardians,Milwaukee Brewers,-155,130,currentLine_median
2025-02-25,Colorado Rockies,Chicago White Sox,-146,121,currentLine_median
2025-02-25,Houston Astros,New York Mets,-154,130,currentLine_median
2025-02-25,Miami Marlins,Washington Nationals,-106,-114,currentLine_median
2025-02-25,Minnesota Twins,New York Yankees,-172,142,currentLine_median
2025-02-25,San Diego Padres,Los Angeles Angels,-130,110,currentLine_median
2025-02-25,Tampa Bay Rays,Philadelphia Phillies,-143,120,currentLine_median
2025-02-25,Texas Rangers,Kansas City Royals,-135,114,currentLine_median
2025-02-25,Toronto Blue Jays,St. Louis Cardinals,-199,164,currentLine_median
2025-02-26,Boston Red Sox,Tampa Bay Rays,-157,130,currentLine_median
2025-02-26,Chicago White Sox,San Diego Padres,-108,-112,currentLine_median
2025-02-26,Cleveland Guardians,Texas Rangers,-149,125,currentLine_median
2025-02-26,Detroit Tigers,Minnesota Twins,-163,136,currentLine_median
2025-02-26,Kansas City Royals,Colorado Rockies,-153,127,currentLine_median
2025-02-26,Los Angeles Angels,Cincinnati Reds,-122,101,currentLine_median
2025-02-26,Miami Marlins,New York Mets,121,-143,currentLine_median
2025-02-26,New York Yankees,St. Louis Cardinals,-142,119,currentLine_median
2025-02-26,San Francisco Giants,Chicago Cubs,-155,130,currentLine_median
2025-02-26,Seattle Mariners,Athletics,-135,114,currentLine_median
2025-02-26,Toronto Blue Jays,Philadelphia Phillies,-124,103,currentLine_median
2025-02-26,Washington Nationals,Houston Astros,-141,118,currentLine_median
2025-02-27,Athletics,San Diego Padres,-141,120,currentLine_median
2025-02-27,Baltimore Orioles,Toronto Blue Jays,-219,178,currentLine_median
2025-02-27,Chicago Cubs,Los Angeles Angels,-190,160,currentLine_median
2025-02-27,Chicago White Sox,Cleveland Guardians,-120,100,currentLine_median
2025-02-27,Cincinnati Reds,Arizona Diamondbacks,-137,116,currentLine_median
2025-02-27,Colorado Rockies,Los Angeles Dodgers,107,-127,currentLine_median
2025-02-27,Milwaukee Brewers,Kansas City Royals,-135,115,currentLine_median
2025-02-27,Minnesota Twins,Pittsburgh Pirates,-189,156,currentLine_median
2025-02-27,Philadelphia Phillies,New York Yankees,-142,120,currentLine_median
2025-02-27,St. Louis Cardinals,Miami Marlins,-135,115,currentLine_median
2025-02-27,Washington Nationals,Atlanta Braves,-130,110,currentLine_median
2025-02-28,Arizona Diamondbacks,Kansas City Royals,-150,125,currentLine_median
2025-02-28,Athletics,Cincinnati Reds,-127,106,currentLine_median
2025-02-28,Cleveland Guardians,Colorado Rockies,-154,130,currentLine_median
2025-02-28,Houston Astros,St. Louis Cardinals,-143,120,currentLine_median
2025-02-28,Miami Marlins,Atlanta Braves,-150,124,currentLine_median
2025-02-28,Minnesota Twins,Baltimore Orioles,-160,131,currentLine_median
2025-02-28,New York Mets,Washington Nationals,-164,136,currentLine_median
2025-02-28,Philadelphia Phillies,Boston Red Sox,-161,135,currentLine_median
2025-02-28,Pittsburgh Pirates,Tampa Bay Rays,-125,105,currentLine_median
2025-02-28,San Diego Padres,Seattle Mariners,-135,114,currentLine_median
2025-02-28,San Francisco Giants,Milwaukee Brewers,-180,150,currentLine_median
2025-02-28,Texas Rangers,Chicago Cubs,-175,145,currentLine_median
2025-03-01,Arizona Diamondbacks,Colorado Rockies,-156,130,currentLine_median
2025-03-01,Atlanta Braves,Toronto Blue Jays,-199,164,currentLine_median
2025-03-01,Baltimore Orioles,Pittsburgh Pirates,-135,114,currentLine_median
2025-03-01,Boston Red Sox,Minnesota Twins,-155,130,currentLine_median
2025-03-01,Cincinnati Reds,San Diego Padres,-167,139,currentLine_median
2025-03-01,Detroit Tigers,Philadelphia Phillies,-161,135,currentLine_median
2025-03-01,Los Angeles Angels,Athletics,-116,-104,currentLine_median
2025-03-01,Los Angeles Dodgers,San Francisco Giants,-135,114,currentLine_median
2025-03-01,Milwaukee Brewers,Texas Rangers,-180,150,currentLine_median
2025-03-01,New York Yankees,Houston Astros,-158,132,currentLine_median
2025-03-01,Seattle Mariners,Chicago White Sox,-181,148,currentLine_median
2025-03-01,Tampa Bay Rays,New York Mets,-180,150,currentLine_median
2025-03-02,Atlanta Braves,New York Yankees,-140,119,currentLine_median
2025-03-02,Boston Red Sox,New York Mets,-180,150,currentLine_median
2025-03-02,Chicago Cubs,Cincinnati Reds,-141,120,currentLine_median
2025-03-02,Cleveland Guardians,Milwaukee Brewers,-143,120,currentLine_median
2025-03-02,Colorado Rockies,Seattle Mariners,-113,-107,currentLine_median
2025-03-02,Houston Astros,Washington Nationals,-175,144,currentLine_median
2025-03-02,Miami Marlins,St. Louis Cardinals,110,-130,currentLine_median
2025-03-02,Minnesota Twins,Tampa Bay Rays,-186,154,currentLine_median
2025-03-02,Pittsburgh Pirates,Detroit Tigers,-131,110,currentLine_median
2025-03-02,San Diego Padres,Kansas City Royals,-161,135,currentLine_median
2025-03-02,San Francisco Giants,Los Angeles Angels,-178,147,currentLine_median
2025-03-02,Texas Rangers,Arizona Diamondbacks,-142,119,currentLine_median
2025-03-03,Arizona Diamondbacks,Chicago Cubs,-143,119,currentLine_median
2025-03-03,Baltimore Orioles,Boston Red Sox,-165,140,currentLine_median
2025-03-03,Chicago White Sox,Athletics,-121,101,currentLine_median
2025-03-03,Cincinnati Reds,Milwaukee Brewers,-149,125,currentLine_median
2025-03-03,Detroit Tigers,Toronto Blue Jays,-132,110,currentLine_median
2025-03-03,Kansas City Royals,Texas Rangers,-142,120,currentLine_median
2025-03-03,Los Angeles Angels,Colorado Rockies,-163,135,currentLine_median
2025-03-03,New York Yankees,Pittsburgh Pirates,-160,131,currentLine_median
2025-03-03,Seattle Mariners,Cleveland Guardians,-125,105,currentLine_median
2025-03-03,Tampa Bay Rays,Atlanta Braves,-123,103,currentLine_median
2025-03-04,Atlanta Braves,Minnesota Twins,-189,159,currentLine_median
2025-03-04,Cleveland Guardians,Los Angeles Angels,-180,150,currentLine_median
2025-03-04,Philadelphia Phillies,New York Yankees,-185,151,currentLine_median
2025-03-04,Pittsburgh Pirates,Boston Red Sox,-121,101,currentLine_median
2025-03-04,Tampa Bay Rays,Detroit Tigers,-140,117,currentLine_median
2025-03-04,Texas Rangers,Athletics,-148,123,currentLine_median
2025-03-05,Arizona Diamondbacks,San Francisco Giants,-155,130,currentLine_median
2025-03-05,Boston Red Sox,Tampa Bay Rays,-209,171,currentLine_median
2025-03-05,Cincinnati Reds,Texas Rangers,-138,115,currentLine_median
2025-03-05,Detroit Tigers,Philadelphia Phillies,-140,118,currentLine_median
2025-03-05,Houston Astros,St. Louis Cardinals,-172,144,currentLine_median
2025-03-05,Kansas City Royals,Seattle Mariners,-124,102,currentLine_median
2025-03-05,Los Angeles Angels,Los Angeles Dodgers,-152,125,currentLine_median
2025-03-05,Miami Marlins,Washington Nationals,-130,108,currentLine_median
2025-03-05,Minnesota Twins,Baltimore Orioles,-125,105,currentLine_median
2025-03-05,Pittsburgh Pirates,Toronto Blue Jays,-134,111,currentLine_median
2025-03-05,San Diego Padres,Colorado Rockies,-147,121,currentLine_median
2025-03-06,Athletics,Milwaukee Brewers,-146,122,currentLine_median
2025-03-06,Atlanta Braves,Miami Marlins,-200,164,currentLine_median
2025-03-06,Baltimore Orioles,Pittsburgh Pirates,-130,110,currentLine_median
2025-03-06,Chicago Cubs,Kansas City Royals,-146,122,currentLine_median
2025-03-06,New York Mets,Houston Astros,-185,154,currentLine_median
2025-03-06,New York Yankees,Minnesota Twins,-197,163,currentLine_median
2025-03-06,Philadelphia Phillies,Tampa Bay Rays,-177,147,currentLine_median
2025-03-06,San Francisco Giants,Chicago White Sox,-225,185,currentLine_median
2025-03-06,St. Louis Cardinals,Washington Nationals,-137,116,currentLine_median
2025-03-06,Toronto Blue Jays,Boston Red Sox,-219,180,currentLine_median
2025-03-07,Athletics,Cleveland Guardians,-135,114,currentLine_median
2025-03-07,Boston Red Sox,Miami Marlins,-180,150,currentLine_median
2025-03-07,Detroit Tigers,Baltimore Orioles,-142,119,currentLine_median
2025-03-07,New York Yankees,Toronto Blue Jays,-151,125,currentLine_median
2025-03-07,Pittsburgh Pirates,Philadelphia Phillies,-155,130,currentLine_median
2025-03-07,Washington Nationals,New York Mets,-110,-110,currentLine_median
2025-03-08,Atlanta Braves,Pittsburgh Pirates,-185,154,currentLine_median
2025-03-08,Baltimore Orioles,Tampa Bay Rays,-157,132,currentLine_median
2025-03-08,Chicago Cubs,Seattle Mariners,-137,115,currentLine_median
2025-03-08,Chicago White Sox,Los Angeles Dodgers,172,-209,currentLine_median
2025-03-08,Houston Astros,New York Yankees,-130,108,currentLine_median
2025-03-08,Miami Marlins,New York Mets,-105,-115,currentLine_median
2025-03-08,Milwaukee Brewers,Los Angeles Angels,-143,120,currentLine_median
2025-03-08,Minnesota Twins,Boston Red Sox,-155,130,currentLine_median
2025-03-08,San Diego Padres,Cleveland Guardians,-187,154,currentLine_median
2025-03-08,Washington Nationals,St. Louis Cardinals,-113,-107,currentLine_median
2025-03-09,Boston Red Sox,Atlanta Braves,-165,140,currentLine_median
2025-03-09,Cleveland Guardians,Chicago White Sox,-208,175,currentLine_median
2025-03-09,Detroit Tigers,Pittsburgh Pirates,-210,175,currentLine_median
2025-03-09,Houston Astros,Miami Marlins,-214,175,currentLine_median
2025-03-09,Kansas City Royals,Milwaukee Brewers,-155,130,currentLine_median
2025-03-09,Los Angeles Angels,Cincinnati Reds,-149,124,currentLine_median
2025-03-09,New York Mets,Washington Nationals,-161,135,currentLine_median
2025-03-09,Seattle Mariners,Colorado Rockies,-179,150,currentLine_median
2025-03-09,St. Louis Cardinals,New York Yankees,-197,165,currentLine_median
2025-03-09,Tampa Bay Rays,Toronto Blue Jays,-155,130,currentLine_median
2025-03-10,Athletics,Chicago White Sox,-160,134,currentLine_median
2025-03-10,Atlanta Braves,Tampa Bay Rays,-186,154,currentLine_median
2025-03-10,Los Angeles Dodgers,Arizona Diamondbacks,-219,178,currentLine_median
2025-03-10,Milwaukee Brewers,Seattle Mariners,-155,129,currentLine_median
2025-03-10,Minnesota Twins,Philadelphia Phillies,-202,167,currentLine_median
2025-03-10,New York Mets,St. Louis Cardinals,-141,119,currentLine_median
2025-03-10,Pittsburgh Pirates,Baltimore Orioles,-150,124,currentLine_median
2025-03-10,San Diego Padres,Cincinnati Reds,-141,120,currentLine_median
2025-03-10,Toronto Blue Jays,Houston Astros,-220,180,currentLine_median
2025-03-11,Arizona Diamondbacks,Kansas City Royals,-153,127,currentLine_median
2025-03-11,Atlanta Braves,Detroit Tigers,-165,139,currentLine_median
2025-03-11,Boston Red Sox,Philadelphia Phillies,-160,134,currentLine_median
2025-03-11,Chicago Cubs,Milwaukee Brewers,-187,155,currentLine_median
2025-03-11,Cincinnati Reds,Colorado Rockies,-170,142,currentLine_median
2025-03-11,Houston Astros,New York Mets,-207,170,currentLine_median
2025-03-11,Los Angeles Dodgers,Cleveland Guardians,-209,175,currentLine_median
2025-03-11,San Diego Padres,Chicago White Sox,-214,177,currentLine_median
2025-03-11,San Francisco Giants,Athletics,-157,130,currentLine_median
2025-03-11,St. Louis Cardinals,Miami Marlins,-135,114,currentLine_median
2025-03-11,Texas Rangers,Los Angeles Angels,-180,150,currentLine_median
2025-03-11,Toronto Blue Jays,Minnesota Twins,-206,171,currentLine_median
2025-03-12,Athletics,Arizona Diamondbacks,-120,100,currentLine_median
2025-03-12,Baltimore Orioles,Atlanta Braves,-200,165,currentLine_median
2025-03-12,Boston Red Sox,Minnesota Twins,-129,107,currentLine_median
2025-03-12,Chicago White Sox,Los Angeles Angels,110,-130,currentLine_median
2025-03-12,Cleveland Guardians,San Francisco Giants,-180,150,currentLine_median
2025-03-12,Colorado Rockies,San Diego Padres,-155,132,currentLine_median
2025-03-12,Detroit Tigers,Tampa Bay Rays,-127,107,currentLine_median
2025-03-12,Seattle Mariners,Kansas City Royals,-169,142,currentLine_median
2025-03-12,St. Louis Cardinals,New York Mets,-110,-110,currentLine_median
2025-03-12,Texas Rangers,Cincinnati Reds,-135,115,currentLine_median
2025-03-12,Washington Nationals,Houston Astros,-191,159,currentLine_median
2025-03-13,Chicago White Sox,Milwaukee Brewers,110,-130,currentLine_median
2025-03-13,Cincinnati Reds,Athletics,-115,-105,currentLine_median
2025-03-13,Colorado Rockies,Cleveland Guardians,-130,110,currentLine_median
2025-03-13,Detroit Tigers,New York Yankees,-119,-102,currentLine_median
2025-03-13,Kansas City Royals,San Diego Padres,-112,-108,currentLine_median
2025-03-13,Minnesota Twins,Pittsburgh Pirates,105,-125,currentLine_median
2025-03-13,New York Mets,Boston Red Sox,-180,150,currentLine_median
2025-03-13,Philadelphia Phillies,Atlanta Braves,-220,180,currentLine_median
2025-03-13,San Francisco Giants,Texas Rangers,-175,145,currentLine_median
2025-03-13,Tampa Bay Rays,Washington Nationals,-115,-105,currentLine_median
2025-03-13,Toronto Blue Jays,Baltimore Orioles,-187,156,currentLine_median
2025-03-14,Arizona Diamondbacks,Cincinnati Reds,-180,140,currentLine_median
2025-03-14,Atlanta Braves,Washington Nationals,-198,161,currentLine_median
2025-03-14,Cleveland Guardians,Seattle Mariners,105,-125,currentLine_median
2025-03-14,Houston Astros,Toronto Blue Jays,-132,110,currentLine_median
2025-03-14,Miami Marlins,Boston Red Sox,-110,-110,currentLine_median
2025-03-14,Milwaukee Brewers,San Francisco Giants,-151,124,currentLine_median
2025-03-14,New York Mets,St. Louis Cardinals,-187,155,currentLine_median
2025-03-14,New York Yankees,Philadelphia Phillies,-140,117,currentLine_median
2025-03-14,Pittsburgh Pirates,Detroit Tigers,-140,119,currentLine_median
2025-03-15,Houston Astros,Miami Marlins,-161,135,currentLine_median
2025-03-15,Philadelphia Phillies,Detroit Tigers,-141,120,currentLine_median
2025-03-15,Pittsburgh Pirates,Baltimore Orioles,-165,139,currentLine_median
2025-03-15,St. Louis Cardinals,Toronto Blue Jays,-165,140,currentLine_median
2025-03-15,Tampa Bay Rays,New York Yankees,-149,124,currentLine_median
2025-03-15,Washington Nationals,New York Mets,103,-124,currentLine_median
2025-03-16,Cincinnati Reds,Seattle Mariners,-145,123,currentLine_median
2025-03-16,Colorado Rockies,Kansas City Royals,-110,-110,currentLine_median
2025-03-16,Miami Marlins,St. Louis Cardinals,113,-135,currentLine_median
2025-03-16,Milwaukee Brewers,Cleveland Guardians,-146,121,currentLine_median
2025-03-16,Minnesota Twins,Boston Red Sox,-125,105,currentLine_median
2025-03-16,New York Mets,Houston Astros,-116,-103,currentLine_median
2025-03-16,San Francisco Giants,Athletics,-150,124,currentLine_median
2025-03-16,Texas Rangers,Chicago White Sox,-197,163,currentLine_median
2025-03-16,Toronto Blue Jays,Atlanta Braves,-231,190,currentLine_median
2025-03-17,Athletics,Seattle Mariners,-111,-109,currentLine_median
2025-03-17,Chicago White Sox,San Francisco Giants,-108,-112,currentLine_median
2025-03-17,Cleveland Guardians,Cincinnati Reds,-164,137,currentLine_median
2025-03-17,San Diego Padres,Milwaukee Brewers,-142,119,currentLine_median
2025-03-17,Washington Nationals,St. Louis Cardinals,-191,157,currentLine_median
2025-03-18,Baltimore Orioles,Toronto Blue Jays,-141,120,currentLine_median
2025-03-18,Chicago Cubs,Los Angeles Dodgers,125,-149,currentLine_median
2025-03-18,Cincinnati Reds,Los Angeles Angels,-209,175,currentLine_median
2025-03-18,Houston Astros,Washington Nationals,-164,139,currentLine_median
2025-03-18,Minnesota Twins,Detroit Tigers,-164,139,currentLine_median
2025-03-18,New York Yankees,Boston Red Sox,-185,153,currentLine_median
2025-03-18,Pittsburgh Pirates,Philadelphia Phillies,111,-132,currentLine_median
2025-03-18,Seattle Mariners,Milwaukee Brewers,-185,152,currentLine_median
2025-03-18,St. Louis Cardinals,Miami Marlins,-165,140,currentLine_median
2025-03-18,Texas Rangers,Cleveland Guardians,-190,156,currentLine_median
2025-03-19,Arizona Diamondbacks,Colorado Rockies,-169,140,currentLine_median
2025-03-19,Boston Red Sox,Detroit Tigers,-170,142,currentLine_median
2025-03-19,Chicago Cubs,Los Angeles Dodgers,124,-148,currentLine_median
2025-03-19,Houston Astros,New York Mets,-115,-105,currentLine_median
2025-03-19,Kansas City Royals,San Francisco Giants,-164,138,currentLine_median
2025-03-19,Milwaukee Brewers,Chicago White Sox,-179,148,currentLine_median
2025-03-19,Seattle Mariners,Texas Rangers,112,-133,currentLine_median
2025-03-19,St. Louis Cardinals,Washington Nationals,-143,121,currentLine_median
2025-03-19,Tampa Bay Rays,Pittsburgh Pirates,-149,124,currentLine_median
2025-03-20,Arizona Diamondbacks,Athletics,-141,120,currentLine_median
2025-03-20,Atlanta Braves,Philadelphia Phillies,-209,175,currentLine_median
2025-03-20,Baltimore Orioles,New York Yankees,-154,129,currentLine_median
2025-03-20,Chicago White Sox,Los Angeles Angels,-117,-103,currentLine_median
2025-03-20,Cincinnati Reds,Kansas City Royals,-160,132,currentLine_median
2025-03-20,Miami Marlins,Houston Astros,-130,110,currentLine_median
2025-03-20,Minnesota Twins,Boston Red Sox,-130,110,currentLine_median
2025-03-20,Toronto Blue Jays,Tampa Bay Rays,-206,172,currentLine_median
2025-03-20,Washington Nationals,New York Mets,-111,-109,currentLine_median
2025-03-21,Boston Red Sox,Pittsburgh Pirates,-189,158,currentLine_median
2025-03-21,Chicago Cubs,San Diego Padres,104,-125,currentLine_median
2025-03-21,Milwaukee Brewers,Arizona Diamondbacks,100,-120,currentLine_median
2025-03-21,San Francisco Giants,Cleveland Guardians,-225,182,currentLine_median
2025-03-21,Tampa Bay Rays,Atlanta Braves,120,-146,currentLine_median
2025-03-21,Washington Nationals,Miami Marlins,-164,140,currentLine_median
2025-03-22,Athletics,Milwaukee Brewers,-125,105,currentLine_median
2025-03-22,Detroit Tigers,Atlanta Braves,-175,145,currentLine_median
2025-03-22,Minnesota Twins,Toronto Blue Jays,-202,167,currentLine_median
2025-03-22,New York Mets,Washington Nationals,-175,145,currentLine_median
2025-03-22,New York Yankees,Philadelphia Phillies,-104,-116,currentLine_median
2025-03-22,Pittsburgh Pirates,Baltimore Orioles,-155,130,currentLine_median
2025-03-22,San Francisco Giants,Arizona Diamondbacks,-172,143,currentLine_median
2025-03-22,Tampa Bay Rays,Boston Red Sox,-170,141,currentLine_median
2025-03-22,Texas Rangers,Kansas City Royals,-104,-117,currentLine_median
2025-03-23,Atlanta Braves,Baltimore Orioles,-169,142,currentLine_median
2025-03-23,Boston Red Sox,Minnesota Twins,-185,154,currentLine_median
2025-03-23,Chicago Cubs,Athletics,100,-120,currentLine_median
2025-03-23,Cincinnati Reds,Cleveland Guardians,-185,155,currentLine_median
2025-03-23,Los Angeles Dodgers,Los Angeles Angels,-186,153,currentLine_median
2025-03-23,New York Mets,Miami Marlins,-183,152,currentLine_median
2025-03-23,New York Yankees,Tampa Bay Rays,-167,139,currentLine_median
2025-03-23,Philadelphia Phillies,Detroit Tigers,-205,170,currentLine_median
2025-03-23,Toronto Blue Jays,Pittsburgh Pirates,-172,143,currentLine_median
2025-03-24,Arizona Diamondbacks,Cleveland Guardians,-147,125,currentLine_median
2025-03-24,Chicago White Sox,Athletics,119,-141,currentLine_median
2025-03-24,Los Angeles Angels,Los Angeles Dodgers,152,-184,currentLine_median
2025-03-24,Minnesota Twins,Pittsburgh Pirates,-185,153,currentLine_median
2025-03-24,New York Mets,New York Yankees,-225,185,currentLine_median
2025-03-24,Philadelphia Phillies,Tampa Bay Rays,-157,132,currentLine_median
2025-03-24,San Diego Padres,Seattle Mariners,100,-120,currentLine_median
2025-03-25,Arizona Diamondbacks,Cleveland Guardians,-172,142,currentLine_median
2025-03-25,Chicago Cubs,Atlanta Braves,-115,-105,currentLine_median
2025-03-25,Los Angeles Angels,Los Angeles Dodgers,154,-187,currentLine_median
2025-03-25,Miami Marlins,New York Yankees,182,-225,currentLine_median
2025-03-25,Minnesota Twins,Colorado Rockies,-161,135,currentLine_median
2025-03-25,San Francisco Giants,Detroit Tigers,-135,111,currentLine_median
2025-03-25,Texas Rangers,Kansas City Royals,-143,120,currentLine_median
2025-03-27,Chicago White Sox,Los Angeles Angels,147,-192,currentLine_median
2025-03-27,Cincinnati Reds,San Francisco Giants,-110,-110,currentLine_median
2025-03-27,Kansas City Royals,Cleveland Guardians,-175,145,currentLine_median
2025-03-27,Los Angeles Dodgers,Detroit Tigers,-168,140,currentLine_median
2025-03-27,Miami Marlins,Pittsburgh Pirates,125,-150,currentLine_median
2025-03-27,New York Yankees,Milwaukee Brewers,-148,121,currentLine_median
2025-03-27,San Diego Padres,Atlanta Braves,105,-127,currentLine_median
2025-03-27,Seattle Mariners,Athletics,-169,144,currentLine_median
2025-03-27,St. Louis Cardinals,Minnesota Twins,-105,-115,currentLine_median
2025-03-27,Texas Rangers,Boston Red Sox,106,-125,currentLine_median
2025-03-27,Washington Nationals,Philadelphia Phillies,133,-157,currentLine_median
2025-03-28,Arizona Diamondbacks,Chicago Cubs,-145,122,currentLine_median
2025-03-28,Los Angeles Dodgers,Detroit Tigers,-226,185,currentLine_median
2025-03-28,Miami Marlins,Pittsburgh Pirates,119,-140,currentLine_median
2025-03-28,San Diego Padres,Atlanta Braves,-135,115,currentLine_median
2025-03-28,Seattle Mariners,Athletics,-140,118,currentLine_median
2025-03-28,Tampa Bay Rays,Colorado Rockies,-219,180,currentLine_median
2025-03-28,Texas Rangers,Boston Red Sox,-105,-115,currentLine_median
2025-03-28,Toronto Blue Jays,Baltimore Orioles,-125,106,currentLine_median
2025-03-29,Arizona Diamondbacks,Chicago Cubs,-120,100,currentLine_median
2025-03-29,Chicago White Sox,Los Angeles Angels,138,-163,currentLine_median
2025-03-29,Cincinnati Reds,San Francisco Giants,-120,100,currentLine_median
2025-03-29,Houston Astros,New York Mets,-120,102,currentLine_median
2025-03-29,Los Angeles Dodgers,Detroit Tigers,-202,167,currentLine_median
2025-03-29,Miami Marlins,Pittsburgh Pirates,105,-123,currentLine_median
2025-03-29,New York Yankees,Milwaukee Brewers,-169,141,currentLine_median
2025-03-29,San Diego Padres,Atlanta Braves,128,-152,currentLine_median
2025-03-29,Seattle Mariners,Athletics,-177,149,currentLine_median
2025-03-29,St. Louis Cardinals,Minnesota Twins,-109,-111,currentLine_median
2025-03-29,Tampa Bay Rays,Colorado Rockies,-192,160,currentLine_median
2025-03-29,Texas Rangers,Boston Red Sox,-115,-105,currentLine_median
2025-03-29,Toronto Blue Jays,Baltimore Orioles,-125,106,currentLine_median
2025-03-29,Washington Nationals,Philadelphia Phillies,130,-155,currentLine_median
2025-03-30,Arizona Diamondbacks,Chicago Cubs,-118,-106,currentLine_median
2025-03-30,Chicago White Sox,Los Angeles Angels,105,-125,currentLine_median
2025-03-30,Cincinnati Reds,San Francisco Giants,103,-122,currentLine_median
2025-03-30,Kansas City Royals,Cleveland Guardians,-115,-105,currentLine_median
2025-03-30,Miami Marlins,Pittsburgh Pirates,-125,105,currentLine_median
2025-03-30,New York Yankees,Milwaukee Brewers,-150,121,currentLine_median
2025-03-30,San Diego Padres,Atlanta Braves,-130,110,currentLine_median
2025-03-30,Seattle Mariners,Athletics,-197,154,currentLine_median
2025-03-30,St. Louis Cardinals,Minnesota Twins,-106,-112,currentLine_median
2025-03-30,Tampa Bay Rays,Colorado Rockies,-189,156,currentLine_median
2025-03-30,Texas Rangers,Boston Red Sox,-165,135,currentLine_median
2025-03-30,Toronto Blue Jays,Baltimore Orioles,-137,113,currentLine_median
2025-03-30,Washington Nationals,Philadelphia Phillies,120,-141,currentLine_median
2025-03-31,Athletics,Chicago Cubs,121,-158,currentLine_median
2025-03-31,Baltimore Orioles,Boston Red Sox,-147,124,currentLine_median
2025-03-31,Chicago White Sox,Minnesota Twins,165,-200,currentLine_median
2025-03-31,Cincinnati Reds,Texas Rangers,110,-130,currentLine_median
2025-03-31,Houston Astros,San Francisco Giants,-127,109,currentLine_median
2025-03-31,Los Angeles Dodgers,Atlanta Braves,-226,185,currentLine_median
2025-03-31,Miami Marlins,New York Mets,157,-189,currentLine_median
2025-03-31,Milwaukee Brewers,Kansas City Royals,-119,-102,currentLine_median
2025-03-31,Philadelphia Phillies,Colorado Rockies,-320,252,currentLine_median
2025-03-31,San Diego Padres,Cleveland Guardians,-135,114,currentLine_median
2025-03-31,Seattle Mariners,Detroit Tigers,-120,101,currentLine_median
2025-03-31,St. Louis Cardinals,Los Angeles Angels,-160,135,currentLine_median
2025-03-31,Tampa Bay Rays,Pittsburgh Pirates,-185,152,currentLine_median
2025-03-31,Toronto Blue Jays,Washington Nationals,-175,145,currentLine_median
2025-04-01,Athletics,Chicago Cubs,113,-133,currentLine_median
2025-04-01,Chicago White Sox,Minnesota Twins,138,-163,currentLine_median
2025-04-01,Cincinnati Reds,Texas Rangers,127,-150,currentLine_median
2025-04-01,Houston Astros,San Francisco Giants,116,-136,currentLine_median
